ensembl_gene_id,gene_symbol,SRR19070041,SRR19070042,SRR19070043,SRR19070035,SRR19070036,SRR19070037
ENSMUSG00000036615,Rfxap,35.963195,35.149267,31.311314,21.064318,31.073182000000003,28.57774
ENSMUSG00000036617,Etl4,35.844048,25.724563000000003,35.042166,36.011365,28.078783,28.628119999999996
ENSMUSG00000036620,Mgat4b,4.1919889999999995,5.237604,10.925102,0.37517,6.019881,4.352944
ENSMUSG00000036622,Atp13a2,36.585645,15.346852000000002,20.685854999999997,32.391549999999995,26.472609,24.707718
ENSMUSG00000036632,Alg5,6.807339,5.014284999999999,6.366379,6.637948,2.95053,5.717198
ENSMUSG00000036634,Mag,574.423187,961.1073909999999,952.485358,511.14366900000005,966.4375289999999,981.8436209999999
ENSMUSG00000036636,Clcn7,3.9405259999999998,6.742922,6.343883999999999,10.568718,3.9307939999999997,5.355592
ENSMUSG00000036639,Nudt1,1.377642,3.309354,2.974712,1.288736,2.16801,2.137517
ENSMUSG00000036641,Ccdc148,1.5040310000000001,1.087235,0.7999269999999999,2.089287,0.690482,0.841181
ENSMUSG00000036644,Tbc1d9b,27.799104,8.186277,5.705634,9.464741,2.9957529999999997,10.261235
ENSMUSG00000036646,Man1b1,63.257932999999994,58.341657,62.066057,60.873079999999995,51.226955,53.76227
ENSMUSG00000036647,Or6b9,0,0,0,0,0,0
ENSMUSG00000036655,Colec11,0,1.22081,0.444373,0.161991,0,1.120492
ENSMUSG00000036658,Or2b6,2.251464,1.971213,2.207852,1.438552,2.352706,1.749184
ENSMUSG00000036661,Dennd3,0.612521,1.569573,3.5324720000000003,0.760629,4.311563,0.430853
ENSMUSG00000036667,Tcaf1,9.012247,11.587736,13.155684,11.412908999999999,11.790592,17.134271
ENSMUSG00000036672,Cenpt,6.460173999999999,5.201862,6.282993,6.018005999999999,6.588281,9.667561
ENSMUSG00000036676,Tmtc3,1.1397650000000001,0.040684,0,0.07728,0.6040270000000001,0
ENSMUSG00000036678,Aaas,19.980949,10.306658,4.604171,19.457143000000002,10.396753,8.269448
ENSMUSG00000036686,Cc2d1a,1.763294,1.613758,2.212852,1.881105,3.126918,3.191691
ENSMUSG00000036687,Tmem184a,0,0,0,0,0,0
ENSMUSG00000036693,Nop14,3.007228,0.529323,0,0,0.899626,3.1882460000000004
ENSMUSG00000036698,Ago2,23.228244,15.913995,16.560373,23.674049,17.349105,18.402979000000002
ENSMUSG00000036707,Cab39,1.318732,0.655105,0.47935,1.515858,0.581591,0.474376
ENSMUSG00000036712,Cyld,5.428376999999999,1.2199360000000001,1.041858,5.466068999999999,3.321395,1.7769760000000001
ENSMUSG00000036718,Micall2,2.772278,3.869894,5.100429,3.505864,5.319069,4.541714000000001
ENSMUSG00000036731,Cysrt1,0,0,0.512247,0,0.415624,0.161113
ENSMUSG00000036733,Rbm42,0.132779,0.383821,0.182447,0.128831,0,0.177895
ENSMUSG00000036737,Oxsr1,10.185022,6.417991,7.694034,10.521804,8.962712,5.364835
ENSMUSG00000036743,Psma8,0,0.408319,0,0,0,0.129774
ENSMUSG00000036744,Or2ag2b,0,0,0,0,0,0
ENSMUSG00000036745,Ttll7,36.605564,22.701689,20.444276000000002,31.540802,19.583637,20.32524
ENSMUSG00000036748,Cuedc2,12.857061999999999,14.704963999999999,16.558793,8.147723,13.867272,14.075706
ENSMUSG00000036749,Pramel5,0,0,0.601337,0,0,0
ENSMUSG00000036751,Cox6b1,435.905978,249.182162,259.045352,395.984484,267.337437,250.959339
ENSMUSG00000036752,Tubb4b,3.348208,4.43075,3.479554,2.004232,4.234532,3.060594
ENSMUSG00000036764,Dnajc12,34.227087,37.791090000000004,38.957767,35.284962,29.337314999999997,23.735197999999997
ENSMUSG00000036766,Dner,0,0,0.072396,0,0,0.455556
ENSMUSG00000036768,Kif15,1.1143619999999999,0.310291,1.737649,1.469975,1.681082,0.14146
ENSMUSG00000036769,Wdr44,0.170197,0.306157,0.29453,0.785155,0.055465,0.14504299999999998
ENSMUSG00000036770,Stpg3,0.376317,0,0,0,0,0
ENSMUSG00000036775,Decr2,15.852639,5.875541,6.757124,13.837115999999998,4.808356,3.01651
ENSMUSG00000036777,Anln,5.940917,3.455315,9.477172,16.240819000000002,6.080632,3.197465
ENSMUSG00000036779,Tent4b,2.711402,1.010032,1.388822,2.237467,0.73053,0.554347
ENSMUSG00000036781,Rps27l,6.3464860000000005,4.656941,5.24796,4.727872,7.118756,4.100101
ENSMUSG00000036782,Klhl13,42.526581,20.660471,12.229281,25.749389,24.303338,19.014205000000004
ENSMUSG00000036792,Mbd5,26.290596999999998,11.773364,10.032085,28.609242,9.409429,9.655346
ENSMUSG00000036800,Fam135b,20.289901999999998,8.777422,9.004336,21.31786,9.405303,9.843948999999999
ENSMUSG00000036810,Cnep1r1,9.416818000000001,9.366451,6.35114,8.026386,3.931865,2.499076
ENSMUSG00000036813,Entpd8,0.180269,0,0,0.060969,0.574067,0.192697
ENSMUSG00000036814,Slc6a20a,6.059789,3.9413009999999997,4.387018,5.127128,4.851296,4.251695
ENSMUSG00000036815,Dpp10,46.463996,34.828279,28.451026000000002,50.172045000000004,27.390843000000004,26.878069
ENSMUSG00000036816,Atoh7,1.9982010000000001,2.13744,1.495886,1.248736,3.4880880000000003,1.405337
ENSMUSG00000036817,Sun1,17.686669000000002,13.896424,14.639468,12.537742999999999,10.872028,19.922691999999998
ENSMUSG00000036819,Jmjd4,7.914658,7.306712,6.242983,8.278062,6.264297,4.70314
ENSMUSG00000036820,Amdhd2,6.992536,18.003013000000003,12.569832,7.108491000000001,17.656089,16.085497
ENSMUSG00000036822,Topors,17.374168,12.555552,11.896428,22.59068,12.109926,10.774196
ENSMUSG00000036825,Ssx2ip,0.808084,1.101721,0,0.245163,0,0.279629
ENSMUSG00000036833,Pnpla7,13.181875000000002,8.227164,7.836725999999999,13.158366000000003,6.776052,9.102276999999999
ENSMUSG00000036834,Plch1,16.335163,8.184487,9.275697,14.443313,9.542736,9.66286
ENSMUSG00000036835,Psenen,6.779554,13.946532,11.095224,9.7593,17.700326,19.423326
ENSMUSG00000036845,Lin37,15.194167,8.088165,17.091887,7.3998859999999995,5.615485,1.866953
ENSMUSG00000036850,Mrpl41,0,8.758504,3.528443,6.355429,2.287389,5.649193
ENSMUSG00000036853,Mcoln3,0,0,0,0.035253,0,0
ENSMUSG00000036854,Hspb6,9.69933,3.349814,4.819053,12.711471,6.689445,3.042433
ENSMUSG00000036855,Gjd4,0.085538,0,0,0,0,0
ENSMUSG00000036862,Dchs1,2.113805,4.822851999999999,3.598215,2.788387,4.95643,5.769567
ENSMUSG00000036863,Syde2,0.092299,0.860009,0.572907,0.088783,0.179938,0.890026
ENSMUSG00000036864,Proser3,3.535069,4.578365000000001,4.346161,10.797023,7.39968,5.110755
ENSMUSG00000036867,Smad6,0,0,0,2.515555,0,0
ENSMUSG00000036872,Abcc12,1.660063,2.0714029999999997,1.051728,0.792124,1.5197859999999999,1.557622
ENSMUSG00000036873,2410004B18Rik,23.316261,23.203169,24.677197,13.382185000000002,14.174313,20.294511
ENSMUSG00000036875,Dna2,2.6025840000000002,2.672975,2.715802,4.319279,2.617556,3.56086
ENSMUSG00000036879,Phkb,37.072993,23.764927,25.61168,35.667578,25.468487,20.805011
ENSMUSG00000036880,Acaa2,0.478301,0,0,0,0,0
ENSMUSG00000036882,Arhgap33,15.897305000000001,36.175642,40.244749,12.55781,41.37627499999999,45.439479
ENSMUSG00000036885,Arhgef26,15.937301,5.855722,13.784716999999999,12.407691999999999,8.959754,12.116692999999998
ENSMUSG00000036890,Gtdc1,40.11950300000001,11.675879,0.903984,38.983527,33.52639,4.971291
ENSMUSG00000036892,Prodh2,0.839422,0,0.302436,0.790214,0.834923,0.537299
ENSMUSG00000036893,Ehmt1,17.261280999999997,14.089965,13.496871,16.759452,13.468074999999999,10.866852
ENSMUSG00000036894,Rap2b,6.688969,5.133074,6.357254,7.368443,4.935384,5.449014
ENSMUSG00000036896,C1qc,0.752249,0.793653,1.054183,0.139541,0.8711,0.538699
ENSMUSG00000036898,Zfp157,12.514828000000001,9.308419,9.961377,12.336208,10.686556,10.704512000000001
ENSMUSG00000036899,Trpv5,0,0,0,0,0,0
ENSMUSG00000036902,Neto2,13.754567999999999,4.871851,9.13932,9.085362,4.236964,7.71911
ENSMUSG00000036904,Fzd8,1.451941,2.291977,1.959884,1.442528,1.864115,2.032391
ENSMUSG00000036908,Unc93b1,17.424224000000002,16.424856,13.497584,11.868342,7.867504,10.461725000000001
ENSMUSG00000036912,Piwil4,0.1656,0.106832,0.137435,0.361717,0.142252,0.058046
ENSMUSG00000036913,Trim67,5.004209,6.144649,6.022554,4.689951,5.82476,6.145705
ENSMUSG00000036915,Kirrel2,1.5291160000000001,0.302827,0,3.3181279999999997,1.553568,0.549791
ENSMUSG00000036916,Zfp280c,2.762397,3.665784,6.041496,4.618606,1.209924,1.746203
ENSMUSG00000036918,Ttc7,2.93156,4.412934999999999,4.006221,3.938387,2.015942,2.073134
ENSMUSG00000036923,Stox1,1.078272,1.42781,0,0.161332,1.473557,0
ENSMUSG00000036925,Mucl2,0.248098,0.245197,0.442643,0,0.97863,0
ENSMUSG00000036928,Stag3,1.569568,2.913862,4.213353,2.7163209999999998,1.16329,1.1536629999999999
ENSMUSG00000036931,Nfkbid,0,1.22191,1.430792,0.733324,0,0.62071
ENSMUSG00000036932,Aifm1,3.943569,2.997875,9.037778999999999,8.119296,8.368603,1.799815
ENSMUSG00000036934,4921524J17Rik,0.936981,3.673916,2.845601,8.336451,3.322051,0.94233
ENSMUSG00000036938,Try5,0,0,0,0,0,0
ENSMUSG00000036940,Kdm1a,35.60666,16.770756,19.245593,71.869179,19.470443000000003,26.694288
ENSMUSG00000036948,Trappc14,5.977613,8.824327,12.580906,9.135558,10.364929,9.782418999999999
ENSMUSG00000036949,Slc39a12,1.797518,0.98861,1.618311,2.558645,0.569755,0
ENSMUSG00000036951,Aadacl2fm1,0,0,0,0,0.05229,0.042654
ENSMUSG00000036955,Kifbp,22.942002000000002,27.912212,27.617186,36.446814999999994,32.368194,17.69097
ENSMUSG00000036959,Bcorl1,4.643275,3.866373,4.164143999999999,12.205506999999999,5.381941,4.909637
ENSMUSG00000036960,Clca2,0,0,0,0,0.052598,0
ENSMUSG00000036961,Wnt8b,0,0.580144,0.36017,0,2.10014,0.466011
ENSMUSG00000036962,Cfap221,0.227839,0.228288,0.365345,0.653385,0.586596,0.335003
ENSMUSG00000036964,Trim17,2.129511,1.477735,2.813414,2.026954,1.708574,2.584123
ENSMUSG00000036966,Spryd3,0,8.596667,13.401503,0.335969,2.971896,8.38444
ENSMUSG00000036968,Cnpy4,3.2790619999999997,0.241883,0.322596,1.6625530000000002,2.971082,0.550579
ENSMUSG00000036972,Zic4,2.322062,1.3214190000000001,1.283927,4.331771,3.173375,2.9670300000000003
ENSMUSG00000036975,Tmem177,7.090678,5.094167,6.375491,6.853467,5.746887,6.554565
ENSMUSG00000036977,Anapc10,5.428338,0,4.791864,7.562906,0,0
ENSMUSG00000036980,Taf6,6.6743570000000005,8.332337,6.129546,8.060298,4.696433000000001,10.134119
ENSMUSG00000036983,Tfb1m,1.916994,1.432607,1.300629,1.160715,2.189702,1.813764
ENSMUSG00000036985,Zdhhc9,2.9403559999999995,1.9355259999999999,2.7458050000000003,5.065976,1.137254,2.7187340000000004
ENSMUSG00000036986,Pml,3.179448,1.541823,0.918231,4.889699,2.1367529999999997,4.307819
ENSMUSG00000036989,Trim3,91.183658,95.86986999999999,95.33312799999999,86.75816999999999,91.61145,96.048049
ENSMUSG00000036990,Otud4,2.33788,0.542395,2.487049,3.855418,1.190514,0.4003
ENSMUSG00000037003,Tns2,19.309606000000002,13.555186999999998,8.549724,26.341916,8.939467,17.171496
ENSMUSG00000037005,Xpnpep2,0.580071,0,0,0,0,0
ENSMUSG00000037007,Zfp113,7.124155999999999,5.113132,5.391268,6.788132,5.099609,4.898869
ENSMUSG00000037012,Hk1,98.963774,99.70723500000001,99.68050099999999,117.690622,118.745241,115.56422099999999
ENSMUSG00000037013,Ss18,21.578742,5.583964,7.872814,19.433076,10.645985,6.090208
ENSMUSG00000037014,Sstr4,0.259992,1.093755,0.922058,0.730841,1.344128,0.915023
ENSMUSG00000037016,Frem2,0.619756,1.430188,0.897745,0.747052,0.852127,0.689909
ENSMUSG00000037017,Zscan21,0,0,0,0,0,0
ENSMUSG00000037020,Wdr62,2.371582,1.132959,1.838104,1.4593500000000001,2.419666,5.250461
ENSMUSG00000037022,Mmaa,33.443426,22.038138,21.861349,25.550315,26.919263,20.835719
ENSMUSG00000037025,Foxa2,0.375402,0,0,0,0,0
ENSMUSG00000037028,Pramel18,0,0,0,0,0,0
ENSMUSG00000037029,Zfp146,2.011445,1.369431,1.568495,1.500191,1.310444,0.952131
ENSMUSG00000037031,Tspan15,6.558425,25.307468,25.981699,10.090903999999998,18.349674000000004,18.207265999999997
ENSMUSG00000037032,Apbb1,143.92941100000002,18.525227,25.735312999999998,108.495358,34.331295,18.620334
ENSMUSG00000037034,Pax1,0.253063,0,0.089734,0.074682,0.102965,0
ENSMUSG00000037049,Smpd1,1.145303,0.740265,0.94821,0.186982,1.180837,0.923951
ENSMUSG00000037053,Azgp1,0,0.412509,0,0,1.101287,0
ENSMUSG00000037058,Paip2,110.709202,43.344347,45.3758,115.03401300000002,45.704557,42.716139
ENSMUSG00000037062,Sh3glb1,4.790379,9.121895,10.983074,9.474720999999999,12.099115999999999,2.570821
ENSMUSG00000037064,Gm5229,0,0,0,0,0,0
ENSMUSG00000037071,Scd1,3.275715,12.098273,15.547783,0,6.824256,9.021684
ENSMUSG00000037072,Selenof,173.177946,240.760643,260.917353,167.762454,253.826626,233.863367
ENSMUSG00000037075,Rnf139,1.189244,0.266583,0.14736,1.35194,0.089446,0.144912
ENSMUSG00000037085,Trmt12,4.883244,3.402117,3.657182,3.782847,3.707042,3.358257
ENSMUSG00000037089,Slc35b2,20.770454,37.410569,36.937117,20.129515,30.606274,32.511126
ENSMUSG00000037096,Gm9762,107.04246,51.861205,31.48953,149.32009300000001,43.540107,62.437368
ENSMUSG00000037098,Rab11fip3,2.701375,2.113612,3.126829,2.288303,2.837442,3.06486
ENSMUSG00000037101,Ttc29,3.24897,0.5895819999999999,0.595967,0.846368,1.734546,0.889943
ENSMUSG00000037103,Dcaf15,0,0,0,0,0,0
ENSMUSG00000037104,Socs5,11.147644,13.942453,11.382697,15.018702000000001,11.155895,8.468834999999999
ENSMUSG00000037106,Fer1l6,0.585189,0.5752390000000001,0.147003,0.7775380000000001,0.283445,0.671446
ENSMUSG00000037108,Zcwpw1,13.196323,8.782974,7.575927,16.057565,4.9914890000000005,6.7438899999999995
ENSMUSG00000037110,Ralgapa2,1.189898,0.6718230000000001,0.38974600000000004,1.480103,0.5879939999999999,0.270625
ENSMUSG00000037111,Setd7,106.90402099999999,64.323146,65.004329,104.19013100000001,68.67475,67.538695
ENSMUSG00000037112,Sik2,3.136551,2.071148,2.720021,3.9166339999999997,1.813331,2.968146
ENSMUSG00000037119,Fam91a1,2.223707,0.197532,1.462506,1.012559,1.548593,0.905503
ENSMUSG00000037126,Psd,37.858968,57.87314799999999,79.570633,37.017272,73.743617,66.52297100000001
ENSMUSG00000037130,H2-M10.6,0,0,0,0,0,0
ENSMUSG00000037134,Prmt9,7.163836999999999,4.444084,3.561375,6.063213,3.4295699999999996,7.436797
ENSMUSG00000037138,Aff3,8.626314,0,2.880489,4.727003,0,0
ENSMUSG00000037139,Myom3,0.985298,0.521695,0.570075,0.58677,0.172947,0.282193
ENSMUSG00000037140,Tas2r108,0.131508,0,0,0.123391,0,0
ENSMUSG00000037143,Cfap61,1.647324,1.518786,2.008435,3.6008620000000002,8.212178,2.254015
ENSMUSG00000037145,Lypd8l,0,0,0,0,0,0
ENSMUSG00000037148,Arhgap10,0,0.107356,0.146022,1.072596,0,0.345715
ENSMUSG00000037149,Ddx1,197.563773,78.772857,74.595795,227.77336,105.038083,81.270814
ENSMUSG00000037152,Ndufc1,82.066528,143.554776,159.40348899999998,84.43452099999999,139.096704,115.00003199999999
ENSMUSG00000037159,Wee2,0.470288,0.643648,0.8254919999999999,0.62338,0.453771,0.246758
ENSMUSG00000037161,Mgarp,0,0.200494,0.329424,0.246692,0.133449,0
ENSMUSG00000037167,Spaca5,0,0,0,0,0,0
ENSMUSG00000037169,Mycn,0.225683,0.222451,0,0,0,0
ENSMUSG00000037171,Nodal,0.723721,0.538742,0.472786,0.208461,0.645623,0.585444
ENSMUSG00000037172,Dennd11,0.547519,1.16206,1.23631,1.546294,0,1.551665
ENSMUSG00000037174,Elf2,3.025557,4.487534999999999,4.427467,8.915327,4.8464030000000005,4.6785570000000005
ENSMUSG00000037185,Krt80,0,0,0,0.102933,0.065616,0.346244
ENSMUSG00000037190,Cyb561d2,2.560846,4.173646,4.476121,2.025565,4.319877,3.310114
ENSMUSG00000037196,Pacrg,10.43666,15.495685,9.090713,0.851551,12.325335,8.97781
ENSMUSG00000037197,Rbm17,47.860746,75.435809,61.863699,45.145967999999996,51.780969999999996,43.114955
ENSMUSG00000037204,Atg101,0,2.105192,0.877395,0,0,0
ENSMUSG00000037206,Islr,0,0,0,0,0,0
ENSMUSG00000037210,Fam193a,20.878124999999997,12.348921,10.124777000000002,23.032899,6.669452,19.482944
ENSMUSG00000037214,Thap1,9.782927,11.680718,9.828531,9.597190000000001,14.877717,13.053126
ENSMUSG00000037216,Lipt1,1.56475,1.359437,1.027435,0.913977,1.301217,1.649915
ENSMUSG00000037221,Mospd3,8.323465,0,2.754956,10.4121,1.144725,0
ENSMUSG00000037224,Zfyve28,1.427682,1.819152,1.190003,3.2256719999999994,1.601028,1.5962640000000001
ENSMUSG00000037225,Fgf2,0,0.112963,0,1.7242639999999998,0.791416,2.084825
ENSMUSG00000037234,Hook3,9.800313000000001,3.000375,4.139812,8.915416000000002,2.5193290000000004,2.3980799999999998
ENSMUSG00000037235,Mxd4,11.231416,7.748739,7.403263,9.996955,6.757199,7.891448
ENSMUSG00000037236,Matr3,37.803104000000005,61.606300999999995,50.25939700000001,66.450622,50.763379,57.019127
ENSMUSG00000037239,Spred3,6.563924,9.18885,8.107769000000001,7.841933,10.140169,10.838068
ENSMUSG00000037242,Clic4,0.114473,0.111492,0.155683,0.283098,0.147117,0.039207
ENSMUSG00000037246,H2-M10.5,0,0,0,0,0,0
ENSMUSG00000037253,Mex3c,18.075439,15.898566,14.749484,21.238813,14.15323,13.703267
ENSMUSG00000037254,Itih2,0,0,0,0,0,0
ENSMUSG00000037257,Aagab,6.368936,8.091930999999999,4.9628,11.335448,3.638383,4.904137
ENSMUSG00000037259,Dzank1,7.426699,8.143258,2.8939809999999997,15.349685999999998,3.96354,4.736507
ENSMUSG00000037260,Hgsnat,91.661445,86.804611,83.26319,93.51399,77.883391,82.47522799999999
ENSMUSG00000037262,Kin,7.426451,3.8265160000000003,3.053426,6.4628820000000005,4.429314,4.340651
ENSMUSG00000037263,Aldh3b3,0.086845,0.079692,0.122686,0.144794,0,0.057692
ENSMUSG00000037266,Rsrp1,270.915836,299.702902,308.159514,267.95501,306.56165,305.489154
ENSMUSG00000037270,Bltp1,46.64426300000001,33.753003,32.523283,53.280587000000004,34.791221,32.781870999999995
ENSMUSG00000037275,Gemin5,0.271668,0.279144,0.597216,0.294608,0,0
ENSMUSG00000037279,Ovol2,0.079115,0.153494,0.084128,0,0.204358,0
ENSMUSG00000037286,Stag1,29.509562999999996,15.016502999999998,15.882132000000002,36.087644,17.885597000000004,19.370010000000004
ENSMUSG00000037287,Tbcel,0.526584,0.103275,0.173832,0,0,0.03739
ENSMUSG00000037295,Ldlrap1,0,7.573664,0.666017,0.801634,0.750489,4.895402000000001
ENSMUSG00000037296,Lsm1,4.284365,3.822504,3.172931,8.539801,4.7534980000000004,3.645291
ENSMUSG00000037300,Ttc13,26.939022,18.873544,20.787920000000003,32.338884,19.173675,19.483451
ENSMUSG00000037306,Man1c1,0.541295,0.881764,1.479028,1.0676620000000001,0.893366,0.885615
ENSMUSG00000037313,Tacc3,0,2.902184,1.736285,4.159156,3.365003,2.347434
ENSMUSG00000037315,Jade3,2.952691,1.042218,0.207031,4.336166,0.713008,1.3335940000000002
ENSMUSG00000037316,Bag4,0.461711,0,0.202508,0.129056,0,0
ENSMUSG00000037318,Traf3ip3,0.298482,0.806217,0.307673,1.941259,0.299939,3.284224
ENSMUSG00000037321,Tap1,0.610434,0.23063699999999998,1.956381,0.571447,1.727277,1.870237
ENSMUSG00000037325,Bbs7,4.603455,2.775723,6.97487,4.048419,1.803969,2.9851289999999997
ENSMUSG00000037326,Capn15,4.413455,14.295351,13.590421,5.102169,14.619477,12.790223000000001
ENSMUSG00000037331,Larp1,2.457536,1.37431,2.945928,1.645977,1.097885,2.035466
ENSMUSG00000037334,H2-M1,0,0,0,0,0,0
ENSMUSG00000037335,Hand1,0,0,0,0,0,0
ENSMUSG00000037336,Mfsd2b,2.418431,2.811076,3.290819,2.2997680000000003,1.466858,2.04278
ENSMUSG00000037337,Map4k1,0,0,0,0,0,0
ENSMUSG00000037339,Fam53a,2.741751,0.936156,1.689447,2.375651,0.678199,2.781537
ENSMUSG00000037341,Slc9a7,24.956496,12.980281,17.126987,28.263168,17.102747,16.152945
ENSMUSG00000037343,Taf2,18.147407,22.680709999999998,16.637372000000003,35.329257999999996,31.103011000000002,17.413165
ENSMUSG00000037344,Slc12a9,12.722705,22.070113000000003,22.307984,9.597638,21.412286,27.673332
ENSMUSG00000037347,Chst7,0.262807,1.169521,0.780987,0.393598,1.421879,0.497271
ENSMUSG00000037348,Paqr7,0,6.10678,1.76975,1.134189,3.661174,2.077092
ENSMUSG00000037349,Nudt22,7.340817,9.139622,11.84482,8.083899,10.576067,12.92522
ENSMUSG00000037351,Actr1b,31.005568,53.13402500000001,54.031328,31.976884,61.186046999999995,62.57798400000001
ENSMUSG00000037353,Letmd1,27.360090000000003,31.539625,26.256208,33.747898000000006,45.138734,20.345875000000003
ENSMUSG00000037355,Uvssa,0.882406,4.341414,1.796535,1.718971,1.410063,1.797136
ENSMUSG00000037358,Dipk2b,1.7821250000000002,0.829981,1.2816960000000002,1.459607,1.1844899999999998,0.9662379999999999
ENSMUSG00000037361,Sf3b6,23.16754,11.772902,12.428031,25.784072,2.349602,18.055714000000002
ENSMUSG00000037363,Letm2,29.661580999999998,24.375143,20.048219999999997,33.551932,32.468152,38.567341000000006
ENSMUSG00000037364,Srrt,200.879253,203.96526500000002,211.797821,212.876972,228.03411999999997,243.806204
ENSMUSG00000037366,Pafah2,7.905743,6.314857,8.788695,6.477098,8.362665,9.031758
ENSMUSG00000037369,Kdm6a,24.313486,13.100855000000001,12.698208,25.967733000000003,14.040132,13.386596
ENSMUSG00000037370,Enpp1,14.87387,11.927600000000002,10.48211,10.873225000000001,11.338893999999998,11.504078
ENSMUSG00000037373,Ctbp1,48.635449,68.755954,53.509134,73.25213199999999,44.638942,71.064487
ENSMUSG00000037375,Hhat,2.681789,0.468611,0.508695,0.40430299999999997,0.427003,0.456882
ENSMUSG00000037376,Trmt6,12.459102000000001,9.061110000000001,14.495778,12.892297,7.073237000000001,6.898215
ENSMUSG00000037379,Spon2,0.985398,0,0.12421,0.8359019999999999,0,0.474803
ENSMUSG00000037386,Rims2,33.424934,18.784098,16.794472,42.103576000000004,18.875497000000003,19.289837
ENSMUSG00000037390,Muc17,0,0.014502,0.039828,0,0,0
ENSMUSG00000037395,Rcor3,19.262872,20.076506000000006,20.029625,25.904016000000006,23.102405,17.201083
ENSMUSG00000037400,Atp11b,93.373464,90.830743,97.627251,101.07763299999999,82.449084,77.21319
ENSMUSG00000037405,Icam1,0.904937,0.161667,0.53428,0.904817,0.42398,0.394457
ENSMUSG00000037406,Htra4,0,0,0,0,0,0
ENSMUSG00000037408,Cnnm4,3.837135,5.330793,4.345279,3.927209,3.875217,4.018879
ENSMUSG00000037410,Tbc1d2b,3.04677,3.673257,7.641749,4.805003,2.296882,9.011008
ENSMUSG00000037411,Serpine1,0,0,0,0,0,0
ENSMUSG00000037415,Ranbp10,0.088023,0.087982,0,0,0,0
ENSMUSG00000037416,Dmxl1,2.678232,1.477189,1.20966,4.169185000000001,2.101014,2.113869
ENSMUSG00000037418,Best1,1.908063,2.548243,1.787295,2.048121,3.37181,2.021267
ENSMUSG00000037419,Endod1,250.309014,200.58514,199.228874,271.270192,213.88081,209.007277
ENSMUSG00000037424,Taar9,0,0,0,0,0,0
ENSMUSG00000037426,Depdc5,33.946786,16.634833999999998,18.736909,32.314102,10.376986000000002,23.154291999999998
ENSMUSG00000037428,Vgf,3.942749,9.842732,10.050975000000001,0.900488,2.6279700000000004,5.279432
ENSMUSG00000037432,Fer1l5,0,0,0,0,0,0
ENSMUSG00000037434,Slc30a1,0,0,0,0,0,0
ENSMUSG00000037437,Adam32,2.647796,1.744837,1.279482,2.4172849999999997,0.424683,0.594462
ENSMUSG00000037438,Uqcrh-ps1,0,0,0,0,0,0
ENSMUSG00000037440,Vnn1,0,0.09193,0,0.266945,0.122415,0.249697
ENSMUSG00000037443,Cep85,17.13542,13.132191,14.379461,14.987218,12.4172,16.802526999999998
ENSMUSG00000037446,Tulp1,0.18954,0.061188,0.650077,0,0,0.066505
ENSMUSG00000037447,Arid5a,15.555784,14.239428,12.113114999999999,8.113743,12.139449,12.186128999999998
ENSMUSG00000037451,Slc22a20,0,0,0,0,0,0
ENSMUSG00000037455,Slc18b1,5.385123999999999,3.8690559999999996,8.741966,8.276884,4.493316,6.617114
ENSMUSG00000037458,Azin1,69.246694,13.33613,33.97534,63.601607,34.758082,35.116389999999996
ENSMUSG00000037461,Ints7,23.993759999999998,22.073043,23.307706,19.22179,23.24727,21.84961
ENSMUSG00000037463,Fbxo27,3.701453,5.86564,4.902557,3.5301910000000003,6.05085,2.380187
ENSMUSG00000037465,Klf10,4.383979,0,5.521364,5.844257,0,4.6286
ENSMUSG00000037466,Tedc1,0.9903730000000001,1.463641,0.863927,0.9062250000000001,1.228647,0.927007
ENSMUSG00000037469,Acp7,0,0,0,0,3.900651,0
ENSMUSG00000037470,Uggt1,15.064629999999998,9.871647,9.335047,20.914713,5.999757,10.775762
ENSMUSG00000037474,Dtl,0.081297,0.026618,0,0.045770000000000005,0,0
ENSMUSG00000037475,Thoc2,40.516664,23.625701,22.27429,55.828853,20.235429,22.975483
ENSMUSG00000037477,Tbx10,0.066989,0.194707,0.569369,0.062732,0.51849,0.423296
ENSMUSG00000037482,Erv3,0.793503,0.829955,0.700823,1.082547,0.765178,0.381351
ENSMUSG00000037486,Asxl2,16.696384000000002,7.678158,5.836556999999999,17.112459,8.13946,5.293776
ENSMUSG00000037487,Ubr5,142.44766099999998,73.80543200000002,77.92673599999999,158.96921299999997,80.74820199999999,72.517664
ENSMUSG00000037490,Slc2a12,0,0,0,0,0,0
ENSMUSG00000037492,Zmat4,0,0.234436,0.205781,0.820464,0.910569,0.305655
ENSMUSG00000037503,Fam168b,0.580833,1.067585,1.174995,2.077566,0,1.523626
ENSMUSG00000037509,Arhgef4,22.273533999999998,25.793543999999997,29.35456,26.569519,27.820082,29.482772
ENSMUSG00000037514,Pank2,59.3241,30.131453000000004,31.740968999999996,63.535377,33.641098,34.104558000000004
ENSMUSG00000037519,Ppfia1,40.725626,21.127095,20.620443,46.061482999999996,18.921319999999998,21.226398999999997
ENSMUSG00000037523,Mavs,0,0.331642,0,0,0.864202,0
ENSMUSG00000037525,Bcdin3d,2.400073,1.216451,1.149308,1.93524,0.996844,1.344898
ENSMUSG00000037526,Atg14,1.494932,0.750379,0.815447,1.758885,0.499058,0.414437
ENSMUSG00000037529,Prss40,0,0,0,0,0,0
